text_id,sent_id,finite_verb,non_finite_verb,sent,length,last_ment,befaft_bef,befaft_aft,argstr_NC,argstr_NP,argstr_PP,tense_pre,tense_pst,tense_fut,tense_cond,verb_POS,target_form
2208,3123207,start,stir," Until recently , that is , when something started stirring down on the movie lot .",4,-1,0,0,0,0,1,1,0,0,0,VVG,1
2208,3123221,hate,loathe," Ali MacGraw set the ball rolling with Love Story ; Shirley MacLaine examined sex after 40 and death at any age in Terms of Endearment ; Bette Midler proved you could hate and loathe your best friend in Beaches ; and Juliet Stevenson screamed the fury of love lost -- and the disappointment of love regained -- in Truly , Madly , Deeply .",6,-1,0,1,0,1,0,0,1,0,0,VV,0
2208,3123314,start,turn," There is the age at which I will grow into my own maturation , and there is the age at which my hair has started to turn grey .",4,-1,0,1,0,1,0,1,0,0,0,VV,0
2209,3124729,start,pop," The weekend of the Krakonosc Festival was so near , and yet premature buds were starting to pop their curious green heads through the earth 's surface .",3,-1,0,1,0,1,0,0,1,0,0,VV,0
2209,3124873,start,fly," But this year it was Cairngorm , further east , which got off to the flying start .",3,-1,0,0,1,0,0,0,1,0,0,VVG,1
2209,3125006,start,watch, Glen Plake 's hair has been standing on end ever since he started watching his own ski movies .,5,-1,0,1,0,1,0,1,0,0,0,VVG,1
2209,3125345,start,catch," Breaking up the surface is well worth avoiding , firstly to save it and give yourself another heavenly run tomorrow , and secondly because when your edges start to catch it 's not much fun to ski and can be dangerous .",5,-1,0,0,1,0,0,1,0,0,0,VV,0
2209,3125614,start,learn," "" Crossing a deceptively smooth glacier surface , the person who breaks into a crevasse suddenly arrives into an utterly vertical world "" ... makes early the good point that any number of trouble-free glacier crossings teach the skier or mountaineer nothing about crevasse rescue ; unless an accident happens , by which time it is too late to start learning .",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
2210,3125953,start,renovate, Sauniere achieved this only after he had started renovating his church at Rennes-le-Chateau ; a fact that did n't escape the attention of the Church or the villagers .,8,-1,0,1,0,1,0,0,1,0,0,VVG,1
2210,3125956,start,behave," It was during the restoration of the church , which dates from the Visigothic period ( approximately 460-700 AD ) , that Sauniere started behaving suspiciously .",6,-1,0,0,1,0,0,0,1,0,0,VVG,1
2210,3126014,start,twitch," All the inhabitants of La Valdieu turned out to be English and when they had explained that they had all independently ended up at the farm without having had any conscious intention of doing so , my sceptical antennae started twitching .",6,-1,0,0,1,0,0,0,0,0,0,VVG,1
2210,3126034,start,try," My next visit was in 1987 when , armed with the necessary maps and a compass , I started to try and untangle the mystery of Rennes-le-Chateau .",3,-1,0,0,1,0,0,0,1,0,0,VV,0
2210,3126237,start,make," From their viewpoint high over the campsite , they were amazed at how soon after daybreak people appeared and started making use of the free detecting areas .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
2210,3126905,start,detect," I was courteous , but did n't encourage conversation too much because I wanted to start detecting before it got too late .",6,-1,0,0,1,0,0,0,1,0,0,VVG,1
2210,3126910,start,search," I started searching around the shower area as I had planned earlier and immediately heard a signal indicating a quarter-sized coin , 3in down .",6,11,0,0,1,0,0,0,1,0,0,VVG,1
2210,3126982,start,slow, Sails were hauled in and the ship started to slow down .,4,-1,0,0,1,0,0,0,1,0,0,VV,0
2210,3126987,start,check," For the first time Jenking was becoming worried , and he started to check the compass frequently and ordered leadsmen in to the chains to take soundings .",5,-1,0,1,0,1,0,0,1,0,0,VV,0
2210,3127014,start,take," The strain provoked leaks in the hull and she started taking in water , but not seriously at first .",4,1,0,0,0,0,1,0,1,0,0,VVG,1
2210,3127024,start,strip, Shipwrights and workmen arrived to start stripping the wreck to the waterline .,5,-1,0,1,0,1,0,0,1,0,0,VVG,1
2210,3127086,start,lay, Do not be aggressive or start laying down the law about your rights .,3,-1,0,1,0,1,0,1,0,0,0,VVG,1
2210,3127180,start,cut," I must admit to being worried the week before my flight , as one local farmer had already started cutting great swathes through his fields with his combine , and I was afraid some of the other growers might follow suit .",3,2,0,1,0,1,0,0,1,0,0,VVG,1
2210,3127221,start,detect," As I watched the big mechanical blades of the combine tear into the barley , I just had to get out there on to that hallowed ground and start detecting .",6,14,0,0,1,0,0,0,1,0,0,VVG,1
2210,3127225,start,swing," Fortunately , the corner hedge of an adjacent field was in a direct line with the site , so I moved forward a few paces , switched on my metal detector and started swinging it in an arc before me .",5,-1,0,0,0,0,1,0,1,0,0,VVG,1
2211,3127518,start,fall, One drawback with this increase of performance was that the amount of collectable coins being recovered was outstripping demand and the prices of certain coins started to fall rapidly .,4,-1,0,0,1,0,0,0,1,0,0,VV,0
2211,3127941,start,prospect," Before I 'm tempted too much I 'd better , settle down a bit and describe how to get started in gold prospecting , what equipment you will need , and where to go .",8,13,0,0,1,0,0,0,0,1,0,VVG,1
2211,3128092,start,find, It was at this stage of my search that I started to find lead weights .,4,1,0,1,0,1,0,0,1,0,0,VV,0
2211,3128095,start,build, Most of the farm weights and unofficial weights are of the crude variety ( compared to the loom weights ) but when you add their existence to the three bronze coin weights that also came from the same field something of a picture starts to build up .,5,-1,0,0,1,0,0,1,0,0,0,VV,0
2211,3128180,start,become," I replied that I wanted a detector , not a wand to wave around , but after visiting the shop and seeing a demonstration I must admit that I started to become interested .",6,-1,0,1,1,0,0,0,1,0,0,VV,0
2211,3128201,start,search," When I search a farmland site I always keep careful records , and looking back to my notes I started to search the areas where there had been the greatest concentration of finds .",6,0,0,1,0,1,0,0,1,0,0,VV,0
2211,3128277,start,detect," I have been a keen metal detectorist for some years now and shortly after I started detecting I became aware of how difficult it was to find a good pair of gloves which would keep the hands warm and dry , but still allow a reasonable amount of dexterity for detector operation .",6,12,0,0,1,0,0,1,0,0,0,VVG,1
2211,3128351,start,fear," The owner thinks at this stage that the batteries are okay , and starts to fear an expensive repair will be required .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
2211,3128650,start,take," Once you own a detector , however , you can start to take an interest in invisible losses ... losses that can only be found by detector owners .",4,3,0,1,0,1,0,1,0,0,0,VV,0
2212,3129941,start,accord, Maybe British Rail should start to reserve seats according to what sort of conversation you would like to have .,6,-1,0,0,1,0,0,0,1,0,0,VVG,1
2213,3130481,start,drive," When you reach the end of it the second time , you start driving down it again and now you can see some things which seem to have changed considerably while others seem exactly the same .",5,1,0,0,0,0,1,1,0,0,0,VVG,1
2213,3131001,start,play, You notice a saxophone and start to play .,4,-1,0,0,1,0,0,1,0,0,0,VV,0
2213,3131003,start,tramp, You play on and are transported to the mountains where you start tramping through the ranges .,5,-1,0,0,0,0,1,1,0,0,0,VVG,1
2214,3131285,start,browse," I start browsing out of a sense of duty to begin with , and drench myself with showers of settled rainwater every time I reach into a bush .",6,-1,0,0,0,0,1,1,0,0,0,VVG,1
2214,3131285,start,drench," I start browsing out of a sense of duty to begin with , and drench myself with showers of settled rainwater every time I reach into a bush .",6,-1,0,0,0,0,1,1,0,0,0,VV,0
2214,3131305,start,hallucinate," But I must be disappointed at how few fungi there are yet in the hedges and copses , as I start hallucinating them .",11,-1,0,0,1,0,0,1,0,0,0,VVG,1
2214,3131573,start,laugh, Everyone in the class started laughing and the teacher began searching for the culprit .,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
2214,3131842,start,mix," So , while it 's easy to tell one wild species from another , when humans start mixing them up , working out ancestries becomes increasingly problematical .",3,9,0,0,1,0,0,1,0,0,0,VVG,1
2214,3132049,start,look," When domestic pigs go feral , it 's only a few generations before they start to look like the ancestral Eurasian wild boar .",4,-1,0,0,0,0,1,1,0,0,0,VV,0
2214,3132449,hate,suggest," In fact , though we hate to suggest it , if nearly all your ticks stopped here , perhaps your desire to dominate is stepping towards the extreme ?",7,-1,0,0,1,0,0,1,0,0,0,VV,0
2214,3132580,start,feed," Having finally reached the small intestine , they sink their hooks into the gut wall and start to feed on blood .",4,-1,0,0,0,0,1,1,0,0,0,VV,0
2214,3132659,start,heal," "" When you body starts to heal , they ca n't breathe , so they release a chemical which makes you itch ; when you scratch , it takes the scab off the wound so they can breathe again .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
2215,3133976,start,patronise, The communist party considered art an appropriate promotional weapon to communicate with the outside world and started patronising certain artists .,9,-1,0,1,0,1,0,0,1,0,0,VVG,1
2215,3134500,start,develop, My index finger started developing an involuntary twitch towards the fast forward button .,7,-1,0,1,0,0,1,0,1,0,0,VVG,1
2216,3134591,hate,fall, Why I want to warn every mum-to-be EXCLUSIVE Why I 'd hate to fall in love with Craig HOME and AWAY 'S JANE The trouble with my DAD !,4,-1,0,0,0,0,1,1,0,0,0,VV,0
2216,3134616,hate,fall," "" Why I 'd hate to fall in love with Craig "" by Home and Away 's Josephine Mitchell",4,-1,0,0,0,0,1,0,1,0,0,VV,0
2216,3134819,hate,fall," "" You 're in such a closeted atmosphere and you do get into the character , but I 'd hate to fall in love that way because it would be so artificial .",4,1,0,1,0,1,0,1,0,0,0,VV,0
2216,3134996,start,go," Suddenly , things started to go wrong in my mind .",2,-1,0,1,0,0,1,0,1,0,0,VV,0
2216,3135003,start,feel, I started to feel I could n't stay in the same room as you .,4,3,0,0,1,0,0,0,1,0,0,VV,0
2216,3135071,start,lose," But once a cream or lotion has been opened and there 's air in the container , it 'll start to lose it 's effect after about six months .",4,-1,0,1,0,1,0,0,1,0,0,VV,0
2216,3135077,start,change, Start off with the highest SPF cream and only change gradually to a lower rating .,6,-1,0,0,1,0,0,1,0,0,0,VV,0
2216,3135104,start,sunbathe, You can keep that golden colour a bit longer by giving your skin a good clean before you start sunbathing .,8,-1,0,0,1,0,0,1,0,0,0,VVG,1
2216,3135105,start,go," Use a body scrub or a loofah to get rid of all those dead skin cells and once you start to go brown , keep feeding your skin with a rich moisturiser to try to stop the skin flaking .",2,6,0,1,1,0,0,0,0,0,0,VV,0
2216,3135327,start,feel," "" I was about four months pregnant when I started to feel quite poorly , "" says Leslie .",4,1,0,0,1,0,0,1,0,0,0,VV,0
2216,3135561,start,give," "" He was n't moving so I started to give him mouth to mouth . """,4,21,0,1,0,1,0,0,1,0,0,VV,0
2216,3135605,start,write," "" We could n't forget her and we started to write and visit .",5,-1,0,0,1,0,0,0,1,0,0,VV,0
2216,3135719,start,show," So imagine the confused looks on the faces of viewers in America , where the PBS network has just started to show the Yorkshire Dale 's soap for the first time .",4,-1,0,1,0,1,0,0,0,0,0,VV,0
2216,3136204,start,criticise," So Joan Hamer , think -- before you start criticising working mothers .",9,-1,0,1,0,1,0,1,0,0,0,VVG,1
2216,3136303,hate,live," "" My hero is Lenny Bruce , for example -- but I would hate to live a life like his .",4,-1,0,1,0,1,0,1,0,0,0,VV,0
2216,3136481,start,film," She won the star female part in Batman against competition from almost every actress in the US -- but when she came to England to start filming , she had to drop out because of an accident and lost the role to Kim Basinger .",4,-1,0,0,1,0,0,0,1,0,0,VVG,1
2216,3136486,start,think," I started thinking : "" What 's going to happen to me next ? "" """,5,13,0,0,1,0,0,0,1,0,0,VVG,1
2217,3136881,hate,love, LYNN FAULDS WOOD RACHEL Why I hate my stomach and love eating out with Craig SLIMMING I lost 5 stone in a year ...,4,-1,0,0,1,0,0,1,0,0,0,VV,0
2217,3137103,start,think, It is n't too soon to start thinking of summer and what you 'll look like in a swimsuit .,5,-1,0,0,0,0,1,1,0,0,0,VVG,1
2217,3137378,start,sweat, It does n't matter what sort as long as it 's regular and brisk enough to stimulate your circulation -- you 'll know this when you start to sweat and your cheeks develop a tingling glow .,5,-1,0,0,1,0,0,1,0,0,0,VV,0
2217,3137508,start,cry, One day I started crying because I was so upset about how poorly he was .,3,21,0,0,1,0,0,0,1,0,0,VVG,1
2217,3138682,start,eat, I started to eat out of boredom and my body just ballooned up .,3,5,0,0,0,0,1,0,1,0,0,VV,0
2217,3138688,start,eat, I 'd go shopping and start eating things before I reached the car .,3,1,0,1,0,1,0,0,1,0,0,VVG,1
2217,3138831,start,see," We know it 's easy to say , but with any luck , you 'll soon start to see ( and feel ) the benefits of dieting , providing you keep at it .",3,-1,0,0,1,0,0,1,0,0,0,VV,0
2217,3138941,start,stop, The rain kept starting and stopping and it looked as if most of our march was going to be in the wet .,4,-1,0,0,1,0,0,0,1,0,0,VVG,1
2217,3138942,start,match, We were n't due to leave until the afternoon but our moods started to match the weather .,5,-1,0,1,0,1,0,0,1,0,0,VV,0
2217,3138945,start,chat," But we started to chat and I thought that , in spite of the rotten conditions , there might be some fun in it after all .",4,-1,0,0,1,0,0,0,1,0,0,VV,0
2217,3138953,start,do, We started to do the old trick of counting the time between the lightning flash and the thunderclap to discover how far away the eye of the storm was .,2,7,0,1,0,1,0,0,1,0,0,VV,0
2217,3138954,start,come," By then , the rain had really started coming down in bucketsful .",4,3,0,0,0,0,1,0,1,0,0,VVG,1
2217,3138974,start,give, I immediately started giving him mouth-to-mouth resuscitation and heart massage .,4,-1,0,1,0,1,0,0,1,0,0,VVG,1
2217,3138982,start,splutter," Seconds later , Ben suddenly started spluttering and coughing -- he was going to be all right !",8,-1,0,0,1,0,0,0,1,0,0,VVG,1
2217,3138999,start,realise," It 's only now , I suppose , that all of us who were involved have started to realise just how close to death we were .",7,16,0,0,1,0,0,1,0,0,0,VV,0
2217,3139131,start,feel, Then you start to feel guilty -- they have a right to their beliefs .,4,-1,0,1,1,0,0,1,0,0,0,VV,0
2218,3139578,start,build," This may be true , but if the large manufacturers started to build boats closer to the state-of-the-art , the costs would come down .",5,-1,0,1,0,1,0,0,0,0,1,VV,0
2218,3141213,start,carry," If your strategy is to start at the starboard end of the line and carry on sailing on starboard tack , the situation is as illustrated in Diagram 1 .",5,1,0,0,0,0,1,1,0,0,0,VV,0
2218,3141232,start,get," It is worthwhile practising timed starts to get a feel for how fast your yacht accelerates and slows down , and how long it takes to cover a certain distance .",3,7,0,1,0,1,0,1,0,0,0,VV,0
2218,3141239,start,get," Practise before your start to get the line correct , so that you approach close-hauled and just lay the starboard end .",3,7,0,1,0,1,0,0,0,0,0,VV,0
2218,3141266,start,reach, REACHING STARTS,5,9,0,0,1,0,0,1,0,0,0,VVG,1
2218,3141267,start,reach," In some ways a reaching start is easier than a beating one , but there are still pitfalls for the unwary .",5,1,0,0,1,0,0,0,0,0,0,VVG,1
2218,3141268,start,reach, Reaching starts are normally best managed with a timed approach .,5,1,0,0,1,0,0,1,0,0,0,VVG,1
2218,3141273,start,run, RUNNING STARTS,3,-1,0,0,1,0,0,1,0,0,0,VVG,1
2218,3141274,start,run, At a running start you should plan to start at the downwind end .,3,1,0,0,1,0,0,0,0,0,0,VVG,1
2218,3141276,start,try, Try not to start to leeward of a group of yachts or they will probably sail over you .,3,-1,0,0,1,0,0,1,0,0,0,VV,0
2218,3141421,hate,give," "" I hate to give up when we 're so close .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
2218,3141580,start,disappear, Time started to disappear .,9,-1,0,0,1,0,0,0,1,0,0,VV,0
2218,3141581,start,move, At some point ( it is hard to be sure when ) we started to move slowly east .,4,4,0,1,1,0,0,1,0,0,0,VV,0
2219,3142199,start,count," As Mead pointed out , the numbers ( estimated at 13,000 ) are lower than at any time since the institute started counting more than 20 years ago , and well below the peak of 15,400 in 1989 .",5,-1,0,0,1,0,0,0,0,0,0,VVG,1
2220,3142663,start,peel, Then I started to be sick and my skin started to peel and drop off .,4,-1,0,0,1,0,0,0,1,0,0,VV,0
2220,3142832,start,come," Then the children started coming along -- rather quickly , I fear , and seven in number , which did n't help matters one bit .",4,4,0,0,1,0,0,0,1,0,0,VVG,1
2220,3143066,start,ride," Years later when I saw John Sayers of West New Houses for the last time before he unfortunately died , I mentioned that I was planning to start riding my bike again , and he was most amused .",4,2,0,1,0,1,0,0,1,0,0,VVG,1
2220,3143388,start,milk," Next , I had to get the cows in although there was usually a hired lad to help , and start the milking .",4,14,0,0,1,0,0,0,1,0,0,VVG,1
2220,3143583,start,ask, He wrote an article and everyone started asking for our cheeses .,3,-1,0,0,0,0,1,0,1,0,0,VVG,1
2220,3143660,start,take," You see , unfortunately , he did n't have a strong physique and eventually started to take fits .",4,-1,0,1,0,1,0,1,0,0,0,VV,0
2220,3143799,start,bellow," She comes up to the house and starts bellowing , and just will not stop until you give her a cuddle !",6,-1,0,0,1,0,0,1,0,0,0,VVG,1
2221,3145509,start,preach," And when the colporteur started to preach Jesus in that temple courtyard the lady ran out and embraced him , delighted to find a fellow believer in that unexpected place .",6,-1,0,0,0,0,1,0,1,0,0,VV,0
2222,3146348,start,collect, There was no one in sight so we carefully started to collect the ripest ones .,7,-1,0,1,0,1,0,0,1,0,0,VV,0
2222,3146626,start,look, I eventually got tired of the sad lady and the mantenuta and started once again to look for something different .,4,2,0,0,0,0,1,0,1,0,0,VV,0
2222,3147000,start,arrive," During 1942 other evacuee families started to arrive in Fontanellato , some from Milan and some from other cities , feeling that life in the country was safer .",6,7,0,0,0,0,1,0,1,0,0,VV,0
2222,3147035,start,change," By the end of 1942 , the great year of success for the Axis , things were starting to change dramatically .",6,-1,0,0,1,0,0,0,1,0,0,VV,0
2222,3147103,start,leave, As soon as these orders had been carried out the prisoners started to leave .,5,-1,0,0,1,0,0,0,1,0,0,VV,0
2222,3147200,start,walk," The next day we returned to the Rovacchia with more food for the boys , but as we started walking towards the embankment we heard a woman shouting at us : "" Where is Anna ?",4,4,0,0,0,0,1,0,1,0,0,VVG,1
2222,3147261,start,sink, I made him repeat and repeat the lessons until they started to sink in and became easier .,4,-1,0,0,0,0,1,0,1,0,0,VV,0
2222,3147362,start,become," Becoming angry in the face of this reception , the Germans started what subsequently became known as a rastrellamento , which literally means a raking -- a detailed search of the area .",6,9,0,1,0,0,1,0,1,0,0,VVG,1
2222,3147422,start,organize," We knew from listening to the Allied radio that groups of partigiani , partisans , had secretly started to organize them selves , and young men of military age were advised to go into hiding to avoid being sent to Germany or conscripted .",8,-1,0,1,0,1,0,0,1,0,0,VV,0
2222,3147461,start,give," I started giving lessons to more pupils , which sometimes involved cycling to houses far out in the country side .",4,2,0,1,0,1,0,0,1,0,0,VVG,1
2222,3147477,start,broadcast, At around the same time Colonel Stephens started to broadcast news from London .,9,-1,0,1,0,1,0,0,1,0,0,VV,0
2222,3147535,start,work, The people 's radio started to work immediately : in no time friends began bringing us gifts of food and wine for my father .,4,19,0,0,1,0,0,0,1,0,0,VV,0
2222,3147648,start,clear," Eventually we saw a figure coming slowly towards us , clearly visible because the sky , as if by a miracle , had started to clear and a brilliant moon had appeared .",5,-1,0,0,1,0,0,0,1,0,0,VV,0
2222,3147652,start,make," Then , obviously wanting to leave us alone , our friend said that he had to go to the village of Lalatta for a short time ; he would be back in twenty minutes , by which time I would have to start making my way back to Lagrimone .",4,14,0,1,0,1,0,0,1,0,0,VVG,1
2222,3147756,start,circulate, Now fantastic rumours started to circulate to the effect that the Virgin of Fatima might appear again -- her last apparition had been in Portugal on 13 October 1927 .,9,-1,0,0,1,0,0,0,1,0,0,VV,0
2222,3147761,start,carry," In the city the Gruppi di Azione Patriottica , the GAP , started to carry out assassinations .",5,9,0,1,0,1,0,0,1,0,0,VV,0
2223,3148845,start,fight," His own conviction was that they must start fighting as far forward as possible , and exploit the enemy 's difficulties ; and that with his new navy , exceeding in strength those of all the other allies , a victory might be won at sea .",5,-1,0,0,1,0,0,0,1,0,0,VVG,1
2223,3148845,start,exploit," His own conviction was that they must start fighting as far forward as possible , and exploit the enemy 's difficulties ; and that with his new navy , exceeding in strength those of all the other allies , a victory might be won at sea .",7,-1,0,1,0,1,0,0,1,0,0,VV,0
2223,3148944,start,go," The Phokians , alerted by a mysterious rustling -- that of fallen leaves under thousands of feet -- and then "" shot up "" at dawn by troops already on the top , not coming from in front , pulled in to a high point and prepared to sell their lives dearly ; but the Guards -- professional soldiers against citizen militia -- ignored this minor objective and "" started down , going fast "" .",2,4,0,0,1,0,0,0,1,0,0,VVG,1
2223,3149117,start,destroy, Still the Athenians refused his terms ; they even lynched a Councillor who proposed discussing them ; and Mardonios started destroying the city systematically .,7,-1,0,1,0,1,0,0,1,0,0,VVG,1
2223,3149141,start,owe," The Athenian move drew after them the northern Greeks from the Persian right , and these came across the front of the Persian centre ( Medes , Bactrians and "" Indians "" from Afghanistan ) , who , owing to the bend of the Asopos , started from further back .",3,3,0,0,1,0,0,0,1,0,0,VVG,1
2223,3149852,start,clear," They sprang up in the middle of their dinner , and some went and started clearing the stall-holders out of the market-place ... and others sent for the Generals and summoned the trumpeter , and the whole city was full of tumult .",5,-1,0,1,0,1,0,0,1,0,0,VVG,1
2225,3151870,start,cry," And he would guide her back to her room , cajoling , murmuring reassurance , trying to pretend that he was n't frightened , frightened that she would start to cry for her mother , that Miss Willard would appear , censorious and whining , complaining that she had to get her sleep , that the precarious little house .",3,-1,0,0,0,0,1,0,0,0,1,VV,0
2225,3152256,start,shake, If he comes within two feet of me my hands start shaking .,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
2225,3153337,start,arrive, Then the police cars would start arriving .,6,-1,0,0,1,0,0,0,0,0,1,VVG,1
2226,3154788,start,flow," c ) Collation and analysis of information Once information starts to flow in , it will be combined , compiled and summarised , so that market intelligence or knowledge can emerge under the various category headings used to classify the data .",4,-1,0,0,0,0,1,1,0,0,0,VV,0
2227,3157572,start,shout," So he 'd started shouting "" Supermen "" .",5,-1,0,0,1,0,0,0,1,0,0,VVG,1
2227,3157895,start,give," Suddenly one of the best-known bandits in existence turns up , parks nearer us , and starts giving unknowing grins .",4,-1,0,1,0,1,0,1,0,0,0,VVG,1
2227,3158275,start,ask, Everyone knows that the quick way to make a cop end an interview -- with an innocent party -- is to start asking him questions .,3,-1,0,1,0,1,0,1,0,0,0,VVG,1
2227,3158902,start,toy," Toying with that idea started a train of thought about some of the other activities probably open to super-beings , which led me to conjure up some images of myself with Sergia , the Ardakkean , minus her costume , in the Orgitunnel .",3,-1,0,0,0,0,1,0,1,0,0,VVG,1
2227,3158981,start,flex," I expected them to start flexing their muscles in a wrecking , ransacking assault on the ship .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
2227,3159127,start,form," Fif 's mandroids started forming up , stunners and gas-guns poised .",4,-1,0,0,1,0,0,0,1,0,0,VVG,1
2227,3159526,start,lay," "" Posi , "" she said , "" Let 's start again to lay in a Netline course for a Highlight crossing to the planet Fraxilly . """,3,-1,0,0,0,0,1,0,1,0,0,VV,0
2228,3160460,start,look," If the Minister wants to retain this unitary Parliament , he had better start looking at the ways in which he can secure the rights of the people affected .",4,10,0,0,0,0,1,0,1,0,0,VVG,1
2230,3163196,start,descend," Descending at 600 ft/ min , start to level at 20 % of your rate of descent 120 ft before reaching your desired height .",7,-1,0,0,0,0,1,1,0,0,0,VVG,1
2230,3163196,start,level," Descending at 600 ft/ min , start to level at 20 % of your rate of descent 120 ft before reaching your desired height .",5,2,0,0,0,0,1,1,0,0,0,VV,0
2230,3163398,start,lower, Then start to lower the pitch attitude by maximum stages of a half bar .,5,37,0,1,0,1,0,1,0,0,0,VV,0
2230,3163432,start,level, Start to level off by increasing power at a height above that required .,5,17,0,0,0,0,1,0,0,0,0,VV,0
2230,3163453,start,head, When turning onto a heading start to ease off bank before heading is reached .,4,16,0,0,1,0,0,1,0,0,0,VVG,1
2230,3163466,start,ease," Start to ease off bank before heading is reached , the amount of lead being approximately half the bank angle .",4,6,0,1,0,1,0,1,0,0,0,VV,0
2230,3163478,start,ease," Start to ease off bank before heading is reached , the amount of lead being approximately half the bank angle .",4,6,0,1,0,1,0,1,0,0,0,VV,0
2230,3163526,start,level," For instance , if the airspeed is too high and begins to reduce , this is your indication to start levelling .",5,1,0,0,1,0,0,1,0,0,0,VVG,1
2230,3163738,start,work," Timing is started over the holding point , so work out the time for the turns as well .",4,-1,0,1,0,1,0,1,0,0,0,VV,0
2230,3163964,start,follow, Descent may only be started within the ten minutes immediately following ETA or EAT .,6,19,0,0,1,0,0,1,0,0,0,VVG,1
2230,3164083,start,move, Pointer starts to move L or R. Follow this by turning in the same direction a maximum amount -- at any one time -- of 5 . 6 .,4,2,0,0,1,0,0,1,0,0,0,VV,0
2230,3164150,start,start, When the O/ H indication is received ( the To/ From flag changes to From ) start the stopwatch and start the turn onto the outbound heading .,5,0,0,1,0,1,0,1,0,0,0,VV,0
2230,3164657,start,turn, Start to turn towards the centre-line when the LOC needle starts to move in from full-scale deflection .,4,6,0,0,0,0,1,1,0,0,0,VV,0
2230,3164657,start,move, Start to turn towards the centre-line when the LOC needle starts to move in from full-scale deflection .,4,8,0,0,0,0,1,0,0,0,0,VV,0
2231,3165968,start,assess," The problems start , however , once we move on to consider just what rights should be included in any Bill ; once we consider the difficulties of implementation ; and once we assess the implications of any such legally enforced code and written constitution for the functioning of our system especially as these things involve the position of the elected government and the judges .",6,-1,0,1,0,1,0,1,0,0,0,VV,0
2234,3168596,start,bark, The shark was starting to bark .,4,-1,0,0,1,0,0,0,1,0,0,VV,0
2234,3169063,start,run, A feeling of dread gripped me and I started to run .,3,-1,0,0,1,0,0,0,1,0,0,VV,0
2234,3169084,start,go, Soon after a story started going round that Mrs Sugar was still taking her usual walk out on Saturday evenings .,2,-1,0,1,0,1,0,0,1,0,0,VVG,1
2234,3169152,start,say, He told me they were very cross and they started saying there must be a ghost in the machine .,3,5,0,0,1,0,0,0,1,0,0,VVG,1
2234,3169159,start,say," Often those are n't at all the sort of clothes they wore while they were alive , but they think it makes them grander when they start saying "" REVENGE ME ! "" or "" OH HORROR , HORROR ! "" and things like that .",3,7,0,0,1,0,0,1,0,0,0,VVG,1
2234,3169715,start,sing," So I just stood there while they shouted "" Jolly hockey sticks , "" across as her , and then Kevin started them off singing , "" How green you are , how green you are , how green you are , how green ... , "" ever so softly , to the tune of "" Auld Lang Syne "" till her bus came , and then they sang it at the tops of their voices as she staggered onto the bus and moved down to the back seat .",4,-1,0,0,1,0,0,0,1,0,0,VVG,1
2234,3169749,start,go," Then she started going on about her new red tap-shoes , and how the music nun wanted to teach her violin because she had such good pitch , and we all joined up in a long line , each with a hand stretched out on to the should of the one in front , and we began to march round her , chanting very softly , "" How green you are , how green you are , how green you are , how green ... "" and then louder and louder as we danced away from her still in our long Indian file , till we got right to the top of our street where we played another game altogether , totally ignoring the yells of fury from the lamp-post , and when our mums called us in to tea we all ran in and forgot about her .",2,14,0,0,0,0,1,0,1,0,0,VVG,1
2234,3169766,start,go," Then , instead of running over the main road to our street , she stood waving for a bit and then walked backwards down the post part and started going up someone 's drive .",2,-1,0,1,0,1,0,0,1,0,0,VVG,1
2234,3169849,start,hoot, I stood on her doorstep and started hooting with laughter .,4,-1,0,0,0,0,1,0,1,0,0,VVG,1
2234,3169850,start,laugh," I think she thought I was crying at firs , I think I might have been , but then she started laughing too , with her face all twisted to one side as if she 'd been to the dentist , and she kept gasping and saying , "" Ooh , it hurts !",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
2234,3170518,start,tidy, I came and started tidying up bits and pieces of cut-off material around my mum on the floor .,4,-1,0,1,0,1,0,0,1,0,0,VVG,1
2234,3170582,start,run, I started running with my blouse to go and wash it .,3,28,0,0,0,0,1,0,1,0,0,VVG,1
2234,3170704,start,come, He started coming round almost every day .,4,7,0,1,0,1,0,0,1,0,0,VVG,1
2234,3170730,start,move, ( Ant begins to hum one of the latest hit sounds and starts to move in time to it .,4,-1,0,0,0,0,1,1,0,0,0,VV,0
2234,3170812,start,put, Ant makes two holes in the bin-liner and starts to put it on . ),3,5,0,0,1,0,0,1,0,0,0,VV,0
2234,3170927,start,laugh, They start laughing . ),5,9,0,0,1,0,0,1,0,0,0,VVG,1
2234,3171032,start,speak, ( He starts speaking very quickly and running all his words together . ),5,-1,0,0,1,0,0,1,0,0,0,VVG,1
2234,3171037,start,speak, ( Starts to speak very very slowly ) I-l-i-v-e -- w-i-t-h -- m-y -- p-a-r-e-n-t-s,5,5,0,0,1,0,0,1,0,0,0,VV,0
